area,dlg_file,character,line_type,conv_position,strref,voice_file,voice_actor,text
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,42,50651,,,"In minutes the grisly ritual is over, and Vrischika - a satisfied smile upon her lips - hands you the book. ""Don't have too much of a time, now. Farewell."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,43,50653,,,"""Yes,"" Vrischika purrs, ""a wise choice."" The copper you pour into her hand seems to disappear the moment it touches her palm; she hands you the item. ""Please, enjoy your newest acquisition."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,44,50655,,,"Vrischika's full, black lips curl into a smile. ""I'm *always* interested in acquiring more help. Standish - the lazy dullard - helps me around the store, but I could use another body for my manor. Who were you offering? I'll pay five thousand coins, if they're decent."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,45,50663,,,"Vrischika narrows her eyes at Morte. ""Hmmm... he could prove useful, yes. So long as you understand that you'll never see him again... I'll pay five thousand copper coins for him."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,46,50666,,,"Vrischika shows a slip of parchment to her newest slave, Morte. ""Here... this is the address of my home, in the Lady's Ward. Go there, now... try and flee, and I'll have a pack of fiends so far down your throat you'll be begging to come back to Sigil and serve me."" She then turns to you. ""And *you*... my thanks; I'm sure he'll prove entertaining. Here's your five thousand commons... farewell."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,47,50667,,,"Vrischika narrows her eyes at Dak'kon. ""Hmmm... a githzerai, eh? And a *zerth,* too. So long as you understand that you'll never see him again... I'll pay five thousand copper coins for him."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,48,50671,,,"""Don't be *ridiculous.*"" Vrischika sneers, shaking her head. ""As if she was *yours* to sell... leave, and return here - or don't - only when you're feeling somewhat less foolish."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,49,50673,,,"Vrischika narrows her eyes at Nordom. ""Hmmm... a clockwork servant of my very own? Yes, I'll certainly make that deal. So long as you understand that you'll never see him again... I'll pay five thousand copper coins for him."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,50,50676,,,"Vrischika gives a quick half-bow. ""Welcome back. Here to buy something?"""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,51,50679,,,"You examine a large pewter ale stein covered in strange runes. Vrischika holds it up for you to see more closely. ""An ale mug of unusual manufacture, which keeps its contents - usually beer, of course - icy cold whatever the surrounding temperature. Two hundred and ninety-nine copper commons, and you'll enjoy the frostiest ale you've ever had outside the paraplane of Ice."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,narration,52,50683,,,"This sharp-featured woman's appearance is attractive though somewhat disturbing, with her blue-black skin and bright yellow eyes. As she examines you, a small pair of bat-like wings unfold from her back, then seem to settle back into her skin."
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,narration,53,50684,,,"This sharp-featured woman's appearance is attractive though somewhat disturbing, with her blue-black skin and bright yellow eyes. As she examines you, a small pair of bat-like wings unfold from her back, then seem to settle back into her skin."
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,narration,54,50685,,,"This sharp-featured woman's appearance is attractive though somewhat disturbing, with her blue-black skin and bright yellow eyes. As she examines you, a small pair of bat-like wings unfold from her back, then seem to settle back into her skin."
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,55,52596,,,"Vrischika gives a quick half-bow. ""Welcome back. Here to buy something?"""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,56,63985,,,"Vrischika shows a slip of parchment to her newest slave, Dak'kon. ""Here... this is the address of my home, in the Lady's Ward. Go there, now... try and flee, and I'll have a pack of fiends so far down your throat you'll be begging to come back to Sigil and serve me."" She then turns to you. ""And *you*... my thanks; I'm sure he'll prove entertaining. Here's your five thousand commons... farewell."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,57,63987,,,"Vrischika shows a slip of parchment to her newest slave, Nordom. ""Here... this is the address of my home, in the Lady's Ward. Go there, now... try and flee, and I'll have a pack of fiends so far down your throat you'll be begging to come back to Sigil and serve me."" She then turns to you. ""And *you*... my thanks; I'm sure he'll prove entertaining. Here's your five thousand commons... farewell."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,58,64171,,,"Vrischika frowns slightly, examining the note. ""Well... I suppose I can have Standish fetch it, later. Very well; here you are."" She hands you the item. ""Please, enjoy your newest acquisition."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,narration,59,66631,,,You look at the various shelves towards the front of Vrischika's shop.
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,narration,60,66632,,,You look at the various shelves towards the back of Vrischika's shop.
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,narration,61,66959,,,Vrischika only smiles and points at an item towards the front of the store.
Curiosity Shoppe (Vrischika's),DSTANDSH,Standish,mixed,0,46108,,,"This downtrodden little man scurries about the Curiosity Shop, dusting, cataloguing, and moving things about for the place's proprietress. You notice he smells faintly of onions. He glances up at you nervously as you approach him. ""Please, sir... I cannot speak with you. I've work to do, and my mistress simply won't allow it..."""
Curiosity Shoppe (Vrischika's),DSTANDSH,Standish,spoken,1,46111,,,"""I'm sorry sir, but I can't. Please, leave me be, before my mistress notices me talking to you..."""
Curiosity Shoppe (Vrischika's),DSTANDSH,Standish,mixed,2,46114,,,"The little man nods. ""Yes... Mistress Vrischika. I am Standish, her servant... her slave. I committed a crime and was sentenced to slavery, then purchased in the Lower Ward, like many of her slaves... most of whom she keeps at her manor. Now please - I beg of you! Leave me be, or she'll become angered and beat me unmercifully!"""
Ravel's Maze,DRAVEL,Ravel,narration,0,2976,,,"The plump, hook-nosed crone before you doesn't look much like a myth; she is outfitted in a simple (if dirty) brown shirt and leggings, with a number of pouches hanging from her frayed belt. She seems oblivious to your presence, more concerned with the tangled black roots woven together to form the floor of the maze than anything transpiring around her."
Ravel's Maze,DRAVEL,Ravel,narration,1,51566,,,"A tangle of jagged gray hair juts from beneath the crone's hood, spreading down her shoulders like a mass of twisted gray roots. Sickly blue-gray flesh hangs in loose folds from her face; her narrow chin, long and sharp, juts forward in an extreme under-bite, and two filthy yellow canines protrude from her lower jaw, like small tusks."
Ravel's Maze,DRAVEL,Ravel,narration,2,51571,,,"As you begin to size up the crone for any weaknesses, a swimming sensation passes through your stomach, like nausea. You know, in your heart, that attacking now is tactically sound, but you KNOW you must find out what this crone... this creature... knows about you first. "
Ravel's Maze,DRAVEL,Ravel,narration,3,51574,,,"As the thought of attack flickers across your mind, the crone lifts her head, as if a strange thought had just occurred to her. She blinks and gives a rasping hiss, like a sigh."
Ravel's Maze,DRAVEL,Ravel,spoken,6,51581,,,"""Ahhh..."" Ravel's yellow smile widens, peeling back the folds of her skin, and she cackles softly. ""Such *sweet* words... you already are a-knowing the answer of your asking, my precious man. I scattered clues like caltrops, and these were my means of a-guiding you to my garden. I a-feared it was YOU who had forgot *I.*"""
Ravel's Maze,DRAVEL,Ravel,spoken,7,51583,,,"""Have you? But WHAT has returned?"" She squints at you with her black-veined eyes and hisses softly. ""Let Ravel see how you've a-fared in this life."" She reaches out, as if to caress you, and you suddenly notice her fingers are talons, each fingernail filthy and wickedly sharp."
Ravel's Maze,DRAVEL,Ravel,mixed,8,51587,,,"As the thought of attacking her flickers across your mind, Ravel's eyes *blaze* like fires, and her voice suddenly gains a threatening weight. ""Do NOT. If you value what *little* you still hold, do NOT."""
Ravel's Maze,DRAVEL,Ravel,narration,10,51592,,,"Her ragged talons trace their way across your skin, and in their wake you feel the same strange tingling sensation you felt when Ravel first looked at you. Her eyes dim somewhat, and her talons slide gently along the contours of your face, lingering on your scars."
Ravel's Maze,DRAVEL,Ravel,narration,11,51598,,,"Your hand touches Ravel's cheek as her talons caress your face, and instinctively, you mirror her touch - as her talons drag along your left cheek, your fingers drag along hers. Her eyes close, and yours follow. It feels strangely familiar, but you cannot recall the memory. After a moment, her bloody eyes open, and she gives a rasping hiss. "
Ravel's Maze,DRAVEL,Ravel,narration,12,51600,,,"Your hand touches Ravel's cheek as her talons caress your face, and instinctively, you mirror her touch - as her talons drag along your left cheek, your fingers drag along hers. Her eyes close, and yours follow. It feels strangely familiar... "
Ravel's Maze,DRAVEL,Ravel,narration,13,51602,,,"When your eyes open, it feels as if all the color has bled out of the trees and the maze; *everything* is a featureless, dusty, dead gray. Ravel's eyes are still closed, but as you watch, they slowly open and she smiles, a sad, gray smile. You feel words rising to your lips, echoing something you have said in the past, in a different place, on another plane..."
Ravel's Maze,DRAVEL,Ravel,mixed,14,51604,,,"She nods, but slowly, too slowly, as if through a dream. When she speaks, her words are muted, as if being spoken underwater. ""But *why* have you traveled so far? Your need must be great... yet you seem to have brought *nothing* that would interest me. You must PAY for your services..."""
